image_rel_path,temp_c,humidity_pct,wind_m_s,precip_mm,soil_moisture_pct,random_datetime
test/Apple/Apple_scab/2bb449ffef24ee953d1c7e653ed5bad4f255b079.jpg,35.2,17.0,3.51,0.0,2.3,2023-08-23 17:00:00
test/Apple/Apple_scab/2c417bd23d805f76fc01819b28b29a6d5257ce3a.jpg,7.3,97.0,1.36,0.0,14.499999999999998,2025-01-12 07:00:00
test/Apple/Apple_scab/2c4aadccc8c65db2be148d4ba4ca460b37ba182e.jpg,4.2,92.0,1.31,0.0,30.599999999999998,2025-02-12 05:00:00
test/Apple/Apple_scab/2d076158fe721bfce03e0c6e4dea133b7defce3a.jpg,10.9,76.0,3.1,0.3,34.8,2024-02-24 14:00:00
test/Apple/Apple_scab/2d76221079a64bd1a89fae8ccf841ba6c15ce29b.jpg,28.6,18.0,2.3,0.0,2.3,2023-07-27 08:00:00
test/Apple/Apple_scab/2dae5ec0ce4114902a14d124d332c2b9bc507193.jpg,8.9,63.0,1.31,0.0,14.799999999999999,2025-03-02 23:00:00
test/Apple/Apple_scab/2e18e8aad4a90fab7f676e498a21bcf151017e4a.jpg,26.0,60.0,3.01,0.0,2.4,2023-08-15 01:00:00
test/Apple/Apple_scab/2f07063089b0e235cd6f0e70b125dd5867e2fd08.jpg,16.5,58.0,3.15,0.0,2.7,2024-11-07 20:00:00
test/Apple/Apple_scab/2fcd2e8c8f836dbbf0b00ba80df78d90753cec9e.jpg,7.2,87.0,4.23,0.0,3.9,2023-01-30 20:00:00
test/Apple/Apple_scab/2fe766cad99d546a5dc822852a069328dbb18858.jpg,27.8,38.0,3.67,0.0,8.3,2025-08-23 19:00:00
test/Apple/Apple_scab/301189883499c987b75091107aa1608983dca05f.jpg,33.7,13.0,5.0,0.0,2.3,2023-07-19 15:00:00
test/Apple/Apple_scab/3222e97ae0ca97d515236b47c0b2fa4d66959c80.jpg,7.8,96.0,6.61,0.0,12.8,2024-03-03 01:00:00
test/Apple/Apple_scab/32319b3f183692c3d531f65601c950598f350161.jpg,11.2,73.0,1.17,0.0,15.8,2023-12-16 21:00:00
test/Apple/Apple_scab/325d01e3e8d61a654970b9186a070f92c684f17a.jpg,22.7,28.0,1.4,0.0,8.4,2025-10-04 04:00:00
test/Apple/Apple_scab/3278aeca4f95487c76b25ff05f7d6acc92590deb.jpg,26.2,27.0,1.88,0.0,8.5,2025-06-05 20:00:00
test/Apple/Apple_scab/329e46e57e4e3b2715b70af6b7a035a18cedd0bd.jpg,21.5,38.0,2.9,0.0,6.6000000000000005,2025-07-09 07:00:00
test/Apple/Apple_scab/33c732070c1ec186a8109e01f02c60fc813e72a7.jpg,6.8,53.0,1.61,0.0,9.6,2025-01-30 06:00:00
test/Apple/Apple_scab/35bf784dc045ab259f804e070ad5868f50dc2299.jpg,19.0,37.0,6.33,0.0,3.1,2023-05-06 10:00:00
test/Apple/Apple_scab/372a49ac26f2c7e0284e017d2139850831af54bb.jpg,8.4,53.0,2.63,0.0,7.6,2024-12-26 08:00:00
test/Apple/Apple_scab/38ec7919b3a858d64a538321900a07067f587d50.jpg,9.6,57.0,2.51,0.0,19.7,2025-02-19 08:00:00
test/Apple/Apple_scab/3a10e5a57de22e6179b6f7710b582bcbfb41aeb6.jpg,24.1,33.0,2.63,0.0,6.5,2025-07-10 08:00:00
test/Apple/Apple_scab/3a1dec59a2efd161d8dba367ac0ebd1bc16938d6.jpg,27.5,39.0,5.29,0.0,1.0,2024-08-09 19:00:00
test/Apple/Apple_scab/3acb2b5911ac4893c9820e5bceb6acb90fdd3f16.jpg,26.8,21.0,3.86,0.0,8.5,2025-05-20 15:00:00
test/Apple/Apple_scab/3af7ef4b7dedb5aaef6ed360226255178722fe88.jpg,18.8,44.0,6.52,0.0,3.1,2023-05-07 12:00:00
test/Apple/Apple_scab/3af9da299255cd5509902a1908c49da2bec1b813.jpg,25.8,53.0,3.1,0.0,1.0,2024-08-17 21:00:00
test/Apple/Apple_scab/3b294b0767426207cc50ff45f503acc2dc03fc1e.jpg,9.0,84.0,5.38,0.3,10.299999999999999,2025-02-05 12:00:00
test/Apple/Apple_scab/3b88f0d2240f4cb240fe2ab67240c47ced453b32.jpg,8.1,83.0,3.59,0.0,9.0,2024-01-23 03:00:00
test/Apple/Apple_scab/3dc15fb6fe6cdaec546bd36798707a30303ac83f.jpg,13.2,79.0,2.87,0.0,10.5,2025-05-05 21:00:00
test/Apple/Apple_scab/3ebd3deb475c4d9a86372c13e8cde0c4b46aafe7.jpg,29.8,38.0,1.39,0.0,8.4,2025-08-11 03:00:00
test/Apple/Apple_scab/3f1dd0e21fa8643701a32e16759917dff085058b.jpg,4.8,70.0,1.1,0.0,34.9,2023-02-11 19:00:00
test/Apple/Apple_scab/401447a689a7da918b96e8971b3180deee049c67.jpg,30.0,44.0,1.71,0.0,2.3,2023-08-16 20:00:00
test/Apple/Apple_scab/42c7b17e20b6ff1dece64c3627cc7b347e0b73e6.jpg,27.9,39.0,2.1,0.0,2.3,2023-08-21 10:00:00
test/Apple/Apple_scab/446864619da5f9bbdbde4e349bb8e9ba4c85a0de.jpg,7.9,75.0,1.8,0.1,27.3,2025-12-09 04:00:00
test/Apple/Apple_scab/4469eb21650919493cc09cf7faf2a931823539be.jpg,11.8,39.0,1.84,0.0,7.6,2024-12-26 12:00:00
test/Apple/Apple_scab/44840b998b685216c5b5a792eef8d1a1a2c0e27e.jpg,5.7,92.0,2.28,0.0,18.3,2023-02-25 00:00:00
test/Apple/Apple_scab/45493231f660309da398e54905360cf898f9045d.jpg,31.3,13.0,3.84,0.0,8.3,2025-05-10 16:00:00
test/Apple/Apple_scab/45b793702dc8bd4dfb6230545646f8426a052ba3.jpg,16.2,53.0,2.41,0.0,3.6999999999999997,2024-04-17 07:00:00
test/Apple/Apple_scab/48b5440e8f9feaafe2bbc4cb086ebcb6939fc172.jpg,24.0,26.0,1.91,0.0,2.4,2024-10-04 19:00:00
test/Apple/Apple_scab/48c19843b98ae5a2f8659f207d49f1ac4605e1d0.jpg,28.5,42.0,5.51,0.0,1.0,2024-08-16 18:00:00
test/Apple/Apple_scab/48e2af5b12c3d221474dabacabef99e4209f7b8d.jpg,6.1,86.0,3.25,0.0,21.3,2025-12-25 09:00:00
test/Apple/Apple_scab/48f27ed6ceaab069b2f18c9259c99dd0431452a9.jpg,11.9,83.0,2.19,0.0,3.2,2023-05-08 07:00:00
test/Apple/Apple_scab/4ad160ef02ba26dfa28858b77b7aa0ee9ab98649.jpg,22.4,28.0,5.6,0.0,2.8000000000000003,2024-04-18 09:00:00
test/Apple/Apple_scab/4b48e768849c370625eaf3d427b164f1bd18ca5e.jpg,17.9,62.0,4.98,0.0,2.5,2023-10-30 23:00:00
test/Apple/Apple_scab/4c7d5c0bd4f141cf014f1cb6f01a584f07d12120.jpg,10.2,87.0,8.27,0.3,38.1,2023-04-13 14:00:00
test/Apple/Apple_scab/4cc05d4f5cde6a53fdcc55b6604b2ec87e9be099.jpg,31.5,14.0,4.43,0.0,2.3,2023-09-29 15:00:00
test/Apple/Apple_scab/4eb3463bc767df38008d5a8dea8c5ea8652ca339.jpg,25.0,34.0,5.0,0.0,2.4,2023-06-19 14:00:00
test/Apple/Apple_scab/5107ac836ccdf60cf9f59549401040e99e251f31.jpg,22.6,62.0,3.81,0.0,1.9,2024-08-03 08:00:00
test/Apple/Apple_scab/5126c78ee21323bbd6d2c0220d43dbda804b1983.jpg,29.8,49.0,4.23,0.0,2.4,2023-08-15 10:00:00
test/Apple/Apple_scab/513e1ec30c8e15ec19082616761676813f7e5d5e.jpg,6.8,61.0,3.47,0.0,18.9,2025-01-09 03:00:00
test/Apple/Apple_scab/51f0768be762e498a70013e2414f5e553029ceff.jpg,7.8,86.0,7.29,0.3,31.900000000000002,2024-02-05 16:00:00
test/Apple/Apple_scab/525ee9718531f590fb38d287cabb71a73d06fc00.jpg,15.4,74.0,0.97,0.0,9.0,2025-10-14 01:00:00
test/Apple/Apple_scab/53c8f38ef6e0848028e8b9747d9fedc1c96ec997.jpg,31.9,29.0,2.56,0.0,1.9,2024-06-14 20:00:00
test/Apple/Apple_scab/571ef5267981d0f236cf8348fc7f4d57434bcacb.jpg,25.8,42.0,4.5,0.0,2.3,2023-09-02 10:00:00
test/Apple/Apple_scab/5874b497b5d2849efb0d0801c7ad841f6632f7aa.jpg,9.3,100.0,4.75,0.0,26.700000000000003,2023-03-26 02:00:00
test/Apple/Apple_scab/58826a86dae62c4643d5ae06d2e6c15323e92b84.jpg,9.8,70.0,0.71,0.0,6.3,2024-12-05 08:00:00
test/Apple/Apple_scab/5906dbfa8ddbf716bc9a5879f071110a745aedfc.jpg,20.8,55.0,1.77,0.0,7.1,2025-06-17 01:00:00
test/Apple/Apple_scab/5933c2fa5a78be19f482bd8b776c682c7f307984.jpg,7.3,74.0,0.7,0.0,20.5,2024-01-16 08:00:00
test/Apple/Apple_scab/5c5c45e38773e0d8c7b4c4de7d956a840fa60905.jpg,25.5,42.0,3.5,0.0,1.0,2024-08-04 20:00:00
test/Apple/Apple_scab/5ce548cdc65747e97a797c1ed9ab2cb36968cb43.jpg,23.3,32.0,2.16,0.0,7.8,2025-10-28 18:00:00
test/Apple/Apple_scab/5d1dfd7f38d9d643c9d9493ceda696415e145a43.jpg,21.6,70.0,2.86,0.0,7.8,2025-08-17 08:00:00
test/Apple/Apple_scab/5d3a696aa207d9715282521931dec9f5ac07a299.jpg,22.6,66.0,2.8,0.0,2.3,2024-07-26 22:00:00
test/Apple/Apple_scab/5d596dcf48dc4a96f18cc6d855579f0ab5e8b202.jpg,,,,,,2024-01-27 18:00:00
test/Apple/Apple_scab/5e75c3016333d438184c3569adf2336c250c88a6.jpg,16.1,50.0,2.9,0.0,3.3000000000000003,2023-05-06 20:00:00
test/Apple/Apple_scab/609be08d2a7c94bc1a8652a9887741534c7118b9.jpg,9.1,88.0,2.56,0.0,7.3999999999999995,2025-04-05 01:00:00
test/Apple/Apple_scab/611fa55f5d09f8f7fcff76754d9ef6fbab7d4a46.jpg,21.4,55.0,4.01,0.0,7.6,2025-07-31 02:00:00
test/Apple/Apple_scab/6141d600a150c01e8bc261a929e710cf9e65c337.jpg,22.2,41.0,1.35,0.0,8.3,2025-06-19 01:00:00
test/Apple/Apple_scab/658ea29188d1e1967834a594d4c394a7c312cbad.jpg,12.6,55.0,4.2,0.0,8.799999999999999,2024-03-10 18:00:00
test/Apple/Apple_scab/66e09a2732762e6bc35d4bde58546cadf3cf4b72.jpg,18.4,77.0,1.81,0.0,3.2,2024-10-10 23:00:00
test/Apple/Apple_scab/67a29129ea4aae9ddab6dd762ad4b00c1ff10964.jpg,26.9,21.0,3.86,0.0,3.2,2024-04-17 13:00:00
test/Apple/Apple_scab/6a47d418d7f1076ec834792fbdc93e4b0a3854b8.jpg,17.1,56.0,3.57,0.0,3.4000000000000004,2023-06-04 05:00:00
test/Apple/Apple_scab/6ab07ae26d521d506be432fa680687ec623e7436.jpg,30.1,24.0,5.68,0.0,1.6,2024-07-03 14:00:00
test/Apple/Apple_scab/6b33b5afc4e9410ab1087d77f89eb7a2158d9a44.jpg,18.2,89.0,1.91,0.0,2.3,2023-08-10 06:00:00
test/Apple/Apple_scab/6d59e28853be089f7e2da1199f357cfa50be8764.jpg,3.8,99.0,4.76,0.0,31.8,2025-02-13 03:00:00
test/Apple/Apple_scab/6f605da3722b670093edb10ac22cafdd1abb6749.jpg,27.0,50.0,3.98,0.0,8.6,2025-08-27 16:00:00
test/Apple/Apple_scab/6f906917ee2112eafe7361bb0cf8654d7104c3ca.jpg,13.4,35.0,1.91,0.0,28.299999999999997,2023-02-18 16:00:00
test/Apple/Apple_scab/7154a52c659913bdb207645451bc9cde9e9dc721.jpg,8.4,87.0,3.01,0.0,13.3,2024-01-05 00:00:00
test/Apple/Apple_scab/76888e6e6b7494feae63a31b9cf3235bb99997ed.jpg,18.2,70.0,4.75,0.4,3.4000000000000004,2023-11-14 11:00:00
test/Apple/Apple_scab/76c949b29609e5d95e8a9893844d04857690f8b8.jpg,21.6,47.0,2.51,0.0,2.3,2023-06-22 08:00:00
test/Apple/Apple_scab/781dadb8f6ad2cfcfe159604f8a8880d8333b0f1.jpg,28.5,33.0,2.91,0.0,1.7999999999999998,2024-06-06 21:00:00
test/Apple/Apple_scab/78f575fcb201ede64b7463b1d4d58c60e407150a.jpg,10.9,59.0,0.25,0.0,30.4,2025-02-14 16:00:00
test/Apple/Apple_scab/7a0453087f1520d87cda6fbb74552c85ae38fc63.jpg,15.4,44.0,0.32,0.0,24.8,2024-02-23 15:00:00
test/Apple/Apple_scab/7a14299175545963a309aa16c5156b5dc8321ca2.jpg,18.0,75.0,1.76,0.0,6.9,2025-06-23 06:00:00
test/Apple/Apple_scab/7b639c46f8dd75f9a317902c509e654d811d4ea8.jpg,,,,,,2024-04-28 00:00:00
test/Apple/Apple_scab/7bcda96444d8589aec4b777d86d64d8fc77c04d1.jpg,23.3,33.0,2.69,0.0,4.0,2023-11-03 17:00:00
test/Apple/Apple_scab/7bfebc938431682a2b6a3f73ac5560ba9bd6d7ff.jpg,19.8,66.0,3.46,0.0,7.3999999999999995,2025-07-31 07:00:00
test/Apple/Apple_scab/7c2c9360efcd1681dd0400f047eaa4538cdc98a4.jpg,17.9,76.0,1.57,0.0,6.6000000000000005,2025-10-26 21:00:00
test/Apple/Apple_scab/7d7fd47f0e8bd33c995cf4d7e5e31747a816dfc2.jpg,32.2,26.0,4.6,0.0,2.3,2023-08-01 17:00:00
test/Apple/Apple_scab/7ea4aab64bea116f26d09ca8d9a82cf567e60c4f.jpg,15.4,48.0,1.34,0.0,9.700000000000001,2024-11-17 19:00:00
test/Apple/Apple_scab/7f31b75759b28a56fe84398b4efc4479b5fd178f.jpg,28.4,30.0,4.53,0.0,2.3,2023-07-02 13:00:00
test/Apple/Apple_scab/7f41189395aa4ec39a0771fb83f30abcdc2e991c.jpg,25.4,43.0,2.74,0.0,9.3,2025-09-26 14:00:00
test/Apple/Apple_scab/81a4c703d164440704cdf5c89b49fb488de7ab78.jpg,34.2,16.0,6.02,0.0,2.3,2023-07-27 17:00:00
test/Apple/Apple_scab/81edd7e1de0c793f47fe5a7bcb58cd3373c48565.jpg,8.1,82.0,1.81,0.0,16.5,2023-11-30 08:00:00
test/Apple/Apple_scab/8200ab2f5e9a7d1b2afbc17265550f944a277661.jpg,27.5,52.0,2.1,0.0,2.3,2023-08-16 22:00:00
test/Apple/Apple_scab/82dad7c5d0eaa87299c13a9f54fac7b8bd826b64.jpg,23.1,20.0,3.46,0.0,8.3,2025-11-02 21:00:00
test/Apple/Apple_scab/834122d69cd5b2c511a70a598932607ea8c47741.jpg,7.9,80.0,0.4,0.0,24.3,2024-02-11 07:00:00
test/Apple/Apple_scab/852b1ec938196ba25de8c549ee02393e74af5f25.jpg,30.6,41.0,3.31,0.0,8.6,2025-08-22 16:00:00
test/Apple/Apple_scab/8637ca964cc0e6dde0b74ff2243e76c740ff5b32.jpg,,,,,,2024-05-30 08:00:00
test/Apple/Apple_scab/872b80f13b355d18c0331516e843ca207055bd2f.jpg,30.1,20.0,5.5,0.0,2.3,2023-09-12 17:00:00
test/Apple/Apple_scab/88b88ac586752cb79a95f7f71c51eb979462c2d7.jpg,7.7,98.0,3.36,0.0,22.0,2024-02-14 07:00:00
test/Apple/Apple_scab/891edf407adebdf92064e2b56e32017004cb5bd0.jpg,6.9,69.0,1.93,0.0,30.099999999999998,2025-02-09 15:00:00
test/Apple/Apple_scab/8968b2f3c65176a1dd149e633e42f7c0711fa6d9.jpg,21.2,60.0,2.45,0.0,2.3,2024-07-01 23:00:00
test/Apple/Apple_scab/8a03ff6acc0622ce855f05fc939ab24a47105cea.jpg,12.1,49.0,2.95,0.0,12.7,2025-11-20 08:00:00
test/Apple/Apple_scab/8a53d84c57e56a1d4b66c4b0a35507dbede7b128.jpg,25.6,41.0,1.75,0.0,1.0,2024-08-18 22:00:00
test/Apple/Apple_scab/8ed8ce21d54964789d43014179bc42c9ab13a1f2.jpg,28.1,24.0,2.89,0.0,8.3,2025-09-10 15:00:00
test/Apple/Apple_scab/8efa2f6e994584fdf2228fc8dfb55a157622908d.jpg,25.1,24.0,4.68,0.0,2.9000000000000004,2024-05-26 17:00:00
test/Apple/Apple_scab/8efce0d5609b735ff36345826e1eb2082a9687ae.jpg,19.6,63.0,3.11,0.0,2.3,2024-07-02 02:00:00
test/Apple/Apple_scab/902ffe3e26aa7b6a26a72476753903329cbf5b44.jpg,11.4,63.0,0.81,0.0,19.900000000000002,2025-02-18 19:00:00
test/Apple/Apple_scab/931154f02c5169a808cc04cadd819d913e4f0062.jpg,16.5,21.0,2.35,0.0,8.0,2025-11-09 08:00:00
test/Apple/Apple_scab/96f10553371b9af2680397f49831fb61c95018f1.jpg,20.2,59.0,1.42,0.0,9.0,2025-10-02 10:00:00
test/Apple/Apple_scab/976cb8625e8ec1f79fb766a050e2969815efd63b.jpg,18.0,67.0,2.37,0.0,8.6,2025-09-30 06:00:00
test/Apple/Apple_scab/97e0576e76d8e6d998f7def59114cec70084dadf.jpg,8.1,90.0,3.81,0.1,6.0,2025-04-10 07:00:00
test/Apple/Apple_scab/9b72a05f130e28f4de4c6a0f65d15fe68e3c9076.jpg,16.1,46.0,1.11,0.0,12.3,2025-11-26 15:00:00
test/Apple/Apple_scab/9ba02f17ecfa241b87264205f46ed3ffef26b09f.jpg,13.1,50.0,2.83,0.0,16.0,2024-03-23 14:00:00
test/Apple/Apple_scab/9d0b866da278b89f4ac3143a6846178023adb28d.jpg,20.5,67.0,3.0,0.0,1.2,2024-07-14 04:00:00
test/Apple/Apple_scab/9eb7e2a6e4ebff5d3120ecdfbad1945eaca62653.jpg,29.2,20.0,5.79,0.0,1.0,2024-05-18 14:00:00
test/Apple/Apple_scab/9fb940e066263fe9625fa57c933d61fe4af98f8e.jpg,27.4,34.0,3.43,0.0,8.200000000000001,2025-08-31 12:00:00
test/Apple/Apple_scab/a09f4e30d8732f05cfd231caa9a54360ddd75960.jpg,16.9,50.0,2.15,0.0,2.4,2024-11-06 21:00:00
test/Apple/Apple_scab/a0dd3d07b409490b9efa6a94d8ec457b30676e29.jpg,17.2,85.0,2.8,0.0,8.5,2025-09-25 02:00:00
test/Apple/Apple_scab/a12a11e7ec98212741c5e4c09fef9b2726efe2a3.jpg,14.6,47.0,1.48,0.0,2.4,2024-04-21 21:00:00
test/Apple/Apple_scab/a131c4dfb6384befed299812d7703471bb3f11f7.jpg,20.2,34.0,1.61,0.0,2.3,2023-11-09 07:00:00
test/Apple/Apple_scab/a310971b0330ab9d9eb5640252c6f07061d5177a.jpg,25.8,24.0,1.19,0.0,8.4,2025-10-21 16:00:00
test/Apple/Apple_scab/a313be555c3fac1dc2771db67c2147a038a48315.jpg,23.5,40.0,4.34,0.0,2.4,2024-05-29 11:00:00
test/Apple/Apple_scab/a40dae4f6a27e5bea1d6da5becbafa59676496c3.jpg,4.7,100.0,4.55,0.0,34.8,2024-02-03 07:00:00
test/Apple/Apple_scab/a475ff4e8e66261fbad6430c52e7e08f2b957759.jpg,24.0,29.0,3.47,0.0,1.5,2024-05-17 19:00:00
